Region_name,District,HR_info_district_name,REGN_NO,DIST_NO,Sector,Activity_type,Organisation,Activity,Start_date,End_date
Nugaal,Eyl,Eyl,17,1702,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Woqooyi Galbeed,Gabiley,Gabiley,12,1202,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Mudug,Gaalkacyo,Galkaacyo,18,1801,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Gedo,Garbaharey,Garbahaarey,26,2605,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Bari,Qardho,Qardho,16,1604,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Nugaal,Garowe,Garowe,17,1703,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Mudug,Galdogob,Galdogob,18,1802,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Woqooyi Galbeed,Hargeysa,Hargeysa,12,1203,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Mudug,Hobyo,Hobyo,18,1804,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Bakool,Hudur,Xudur,25,2502,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Bari,Iskushuban,Iskushuban,16,1605,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Hiraan,Jalalaqsi,Jalalaqsi,20,2003,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Lower Juba,Jamaame,Jamaame,28,2803,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Mudug,Jariiban,Jariiban,18,1805,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Middle Juba,Jilib,Jilib,27,2702,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Middle shabelle,Jowhar,Jowhar,21,2103,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
,Kandala,Qandala,16,1605,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Lower Juba,Kismayo,Kismayo,28,2804,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Sanaag,Las Khorey,Laasqoray,15,1503,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Sool,Lasanod,Laas Caanood,14,1403,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Awdal,Lughaye,Lughaye,11,1103,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Gedo,Luuq,Luuq,26,2606,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Lower Shebelle,Marka,Marka,23,2304,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Benadir,Mogadishu,Mogadishu,22,2201,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Togdheer,Owdweyne,Owdweyne,13,1303,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Bay,Qansah Dere,Qansax Dheere,24,2404,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Bakool,Rab Dhuure,Rab Dhuure,25,2503,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Lower Shebelle,Sablale,Sablaale,23,2306,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Middle Juba,Sakow,Saakow,27,2703,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Togdheer,Sheikh,Sheikh,13,1304,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Sool,Taleh,Taleex,14,1404,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Bakool,Waajid,Waajid,25,2505,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Lower Shebelle,Wanla Weyne,Wanle Weyne,23,2307,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
sool,Xudun,Xudun,14,1402,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Awdal,Zeylac,Zeylac,11,1104,Peace and Security,Pillars of Peace (Phase II) Programme,Interpeace,"The vision of Pillars of Peace is to build social cohesion and goodwill in the societies of Somaliland, Puntland and south central Somalia by providing a peacebuilding perspective to nuance and underpin the ongoing statebuilding processes taking place in these regions. The programme seeks to enhance the ability of Somali society to use a peacebuilding approach to pursue specific statebuilding interventions. These interventions will lead to concrete impact on the priority areas identified by stakeholders: democratisation, decentralisation, security sector and rule of law, civil society, and social reconciliation.",03-01-2013,12-01-2015
Bari,Alula,Caluula,16,1601,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Awdal,Baki,Baki,11,1101,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Bari,Bender Beila,Bandarbayla,16,1602,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Woqooyi Galbeed,Berbera,Berbera,12,1201,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Awdal,Borama,Borama,11,1102,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Bari,Bossaso,Bossaso,16,1603,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Togdheer,Buhoodle,Buuhoodle,13,1301,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Togdheer,Burao,Burco,13,1302,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Nugaal,Burtinle,Burtinle,17,1701,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Sool,Aynabo,Caynabo,14,1401,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Bari,Dangorayo,,,,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Sannag,El Afweyn,Ceel Afweyn,15,1501,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Sannag,Erigavo,Ceerigaabo,15,1502,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Nugaal,Eyl,Eyl,17,1702,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Woqooyi Galbeed,Gabiley,Gabiley,12,1202,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Bari,Qardho,Qardho,16,1604,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Nugaal,Garowe,Garowe,17,1703,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Woqooyi Galbeed,Hargeysa,Hargeysa,12,1203,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Bari,Iskushuban,Iskushuban,16,1605,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
,Kandala,Qandala,16,1605,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Sanaag,Las Khorey,Laasqoray,15,1503,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Sool,Lasanod,Laas Caanood,14,1403,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Awdal,Lughaye,Lughaye,11,1103,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Togdheer,Owdweyne,Owdweyne,13,1303,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Togdheer,Sheikh,Sheikh,13,1304,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Sool,Taleh,Taleex,14,1404,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
sool,Xudun,Xudun,14,1402,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
Awdal,Zeylac,Zeylac,11,1104,Peace and Security,Democratisation (III) programme,Interpeace,The Democratisation programme envisions a stronger and more stable Somali Region by supporting a peaceful and locally-owned process of democratisation in Somaliland and Puntland. Its overarching goal is to further consolidate peace throughout the Somali Region through the strengthening of the democratisation processes in Somaliland and Puntland.,12-01-2011,06-01-2015
